Category,Subcategory,Supplier,Brand,Region,Year,Month,Units Month, Values Month 
Shampoo,Organic,Apex Trading Co.,Wonder Waves,South,2021,8,2173,
Shampoo,Organic,Apex Trading Co.,Wonder Waves,South,2021,9,1143,
Shampoo,Organic,Apex Trading Co.,Wonder Waves,South,2021,10,499,
Shampoo,Organic,Apex Trading Co.,Wonder Waves,South,2021,11,322," $1,271 "
Shampoo,Organic,Apex Trading Co.,Wonder Waves,South,2021,12,177,
Shampoo,Organic,Apex Trading Co.,Wonder Waves,South,2022,1,189, $693 
Shampoo,Organic,Apex Trading Co.,Wonder Waves,South,2022,2,63, $315 
Shampoo,Organic,Apex Trading Co.,Wonder Waves,South,2022,4,42, $210 
Shampoo,Organic,Apex Trading Co.,Wonder Waves,South,2022,5,63, $273 
Shampoo,Organic,Apex Trading Co.,Wonder Waves,South,2022,6,63, $273 
Shampoo,Organic,Badoa,Wild Flower,Center,2018,1,1204," $6,559 "
Shampoo,Organic,Badoa,Wild Flower,Center,2018,2,752,
Shampoo,Organic,Badoa,Wild Flower,Center,2018,3,1414," $7,703 "
Shampoo,Organic,Badoa,Wild Flower,Center,2018,4,1911," $10,405 "
Shampoo,Organic,Badoa,Wild Flower,Center,2018,5,990,
Shampoo,Organic,Badoa,Wild Flower,Center,2018,6,1211," $6,597 "
Shampoo,Organic,Badoa,Wild Flower,Center,2018,7,1053,
Shampoo,Organic,Badoa,Wild Flower,Center,2018,8,1162," $6,345 "
Shampoo,Organic,Badoa,Wild Flower,Center,2018,9,903," $4,931 "
Shampoo,Organic,Badoa,Wild Flower,Center,2018,10,1235,
Shampoo,Organic,Badoa,Wild Flower,Center,2018,11,952," $5,187 "
Shampoo,Organic,Badoa,Wild Flower,Center,2018,12,1228,
Shampoo,Organic,Badoa,Wild Flower,Center,2019,1,1764," $9,632 "
Shampoo,Organic,Badoa,Wild Flower,Center,2019,2,2184," $11,893 "
Shampoo,Organic,Badoa,Wild Flower,Center,2019,3,2436," $13,272 "
Shampoo,Organic,Badoa,Wild Flower,Center,2019,4,1799," $9,807 "
Shampoo,Organic,Badoa,Wild Flower,Center,2019,5,2177," $11,872 "
Shampoo,Organic,Badoa,Wild Flower,Center,2019,6,1841," $10,031 "
Shampoo,Organic,Badoa,Wild Flower,Center,2019,7,1596," $8,680 "
Shampoo,Organic,Badoa,Wild Flower,Center,2019,8,2786," $15,204 "
Shampoo,Organic,Badoa,Wild Flower,Center,2019,9,2331," $12,705 "
Shampoo,Organic,Badoa,Wild Flower,Center,2019,10,2093," $11,410 "
Shampoo,Organic,Badoa,Wild Flower,Center,2019,11,1876," $10,220 "
Shampoo,Organic,Badoa,Wild Flower,Center,2019,12,1484," $8,127 "
Shampoo,Organic,Badoa,Wild Flower,Center,2020,1,3118,
Shampoo,Organic,Badoa,Wild Flower,Center,2020,2,3528," $19,246 "
Shampoo,Organic,Badoa,Wild Flower,Center,2020,3,3181,
Shampoo,Organic,Badoa,Wild Flower,Center,2020,4,3129," $17,094 "
Shampoo,Organic,Badoa,Wild Flower,Center,2020,5,2205," $11,991 "
Shampoo,Organic,Badoa,Wild Flower,Center,2020,6,2362,
Shampoo,Organic,Badoa,Wild Flower,Center,2020,7,2814," $15,298 "
Shampoo,Organic,Badoa,Wild Flower,Center,2020,8,2604," $14,185 "
Shampoo,Organic,Badoa,Wild Flower,Center,2020,9,2184," $11,917 "
Shampoo,Organic,Badoa,Wild Flower,Center,2020,10,2604," $14,175 "
Shampoo,Organic,Badoa,Wild Flower,Center,2020,11,2331," $12,673 "
Shampoo,Organic,Badoa,Wild Flower,Center,2020,12,3727,
Shampoo,Organic,Badoa,Wild Flower,Center,2021,1,2801,
Shampoo,Organic,Badoa,Wild Flower,Center,2021,2,3155,
Shampoo,Organic,Badoa,Wild Flower,Center,2021,3,4347," $23,667 "
Shampoo,Organic,Badoa,Wild Flower,Center,2021,4,4250,
Shampoo,Organic,Badoa,Wild Flower,Center,2021,5,3815,
Shampoo,Organic,Badoa,Wild Flower,Center,2021,6,4121,
Shampoo,Organic,Badoa,Wild Flower,Center,2021,7,4604,
Shampoo,Organic,Badoa,Wild Flower,Center,2021,8,3059," $16,695 "
Shampoo,Organic,Badoa,Wild Flower,Center,2021,9,3992,
Shampoo,Organic,Badoa,Wild Flower,Center,2021,10,3139,
Shampoo,Organic,Badoa,Wild Flower,Center,2021,11,4669," $25,405 "
Shampoo,Organic,Badoa,Wild Flower,Center,2021,12,4556,
Shampoo,Organic,Badoa,Wild Flower,Center,2022,1,11004," $60,060 "
Shampoo,Organic,Badoa,Wild Flower,Center,2022,2,9576," $55,230 "
Shampoo,Organic,Badoa,Wild Flower,Center,2022,3,11718," $75,684 "
Shampoo,Organic,Badoa,Wild Flower,Center,2022,4,10710," $68,880 "
Shampoo,Organic,Badoa,Wild Flower,Center,2022,5,9534," $61,404 "
Shampoo,Organic,Badoa,Wild Flower,Center,2022,6,11298," $72,660 "
Shampoo,Organic,Badoa,Wild Flower,Center,2022,7,9660," $62,370 "
Shampoo,Organic,Badoa,Wild Flower,Center,2022,8,9072," $58,548 "
Shampoo,Organic,Badoa,Wild Flower,Center,2022,9,10164," $65,478 "
Shampoo,Organic,Badoa,Wild Flower,Center,2022,10,8904," $57,624 "
Shampoo,Organic,Badoa,Wild Flower,Center,2022,11,11004," $70,854 "
Shampoo,Organic,Badoa,Wild Flower,Center,2022,12,8862," $57,414 "
Shampoo,Organic,Badoa,Wild Flower,Center,2023,1,16016," $103,376 "
Shampoo,Organic,Badoa,Wild Flower,Center,2023,2,15568," $100,632 "
Shampoo,Organic,Badoa,Wild Flower,Center,2023,3,14336," $92,344 "
Shampoo,Organic,Badoa,Wild Flower,North,2018,1,472,
Shampoo,Organic,Badoa,Wild Flower,North,2018,2,311,
Shampoo,Organic,Badoa,Wild Flower,North,2018,3,290,
Shampoo,Organic,Badoa,Wild Flower,North,2018,4,213,
Shampoo,Organic,Badoa,Wild Flower,North,2018,5,175, $969 
Shampoo,Organic,Badoa,Wild Flower,North,2018,6,395,
Shampoo,Organic,Badoa,Wild Flower,North,2018,7,189," $1,022 "
Shampoo,Organic,Badoa,Wild Flower,North,2018,8,374,
Shampoo,Organic,Badoa,Wild Flower,North,2018,9,276,
Shampoo,Organic,Badoa,Wild Flower,North,2018,10,325,
Shampoo,Organic,Badoa,Wild Flower,North,2018,11,304,
Shampoo,Organic,Badoa,Wild Flower,North,2018,12,210," $1,137 "
Shampoo,Organic,Badoa,Wild Flower,North,2019,1,658," $3,584 "
Shampoo,Organic,Badoa,Wild Flower,North,2019,2,889," $4,837 "
Shampoo,Organic,Badoa,Wild Flower,North,2019,3,392," $2,163 "
Shampoo,Organic,Badoa,Wild Flower,North,2019,4,959," $5,229 "
Shampoo,Organic,Badoa,Wild Flower,North,2019,5,595," $3,227 "
Shampoo,Organic,Badoa,Wild Flower,North,2019,6,658," $3,584 "
Shampoo,Organic,Badoa,Wild Flower,North,2019,7,315," $1,687 "
Shampoo,Organic,Badoa,Wild Flower,North,2019,8,651," $3,549 "
Shampoo,Organic,Badoa,Wild Flower,North,2019,9,518," $2,828 "
Shampoo,Organic,Badoa,Wild Flower,North,2019,10,413," $2,233 "
Shampoo,Organic,Badoa,Wild Flower,North,2019,11,385," $2,093 "
Shampoo,Organic,Badoa,Wild Flower,North,2019,12,336," $1,848 "
Shampoo,Organic,Badoa,Wild Flower,North,2020,1,1207,
Shampoo,Organic,Badoa,Wild Flower,North,2020,2,483," $2,646 "
Shampoo,Organic,Badoa,Wild Flower,North,2020,3,766,
Shampoo,Organic,Badoa,Wild Flower,North,2020,4,850,
Shampoo,Organic,Badoa,Wild Flower,North,2020,5,630," $3,423 "
Shampoo,Organic,Badoa,Wild Flower,North,2020,6,588," $3,192 "
Shampoo,Organic,Badoa,Wild Flower,North,2020,7,850,
Shampoo,Organic,Badoa,Wild Flower,North,2020,8,682,
Shampoo,Organic,Badoa,Wild Flower,North,2020,9,525," $2,887 "
Shampoo,Organic,Badoa,Wild Flower,North,2020,10,829,
Shampoo,Organic,Badoa,Wild Flower,North,2020,11,934,
Shampoo,Organic,Badoa,Wild Flower,North,2020,12,504," $2,782 "
Shampoo,Organic,Badoa,Wild Flower,North,2021,1,949,
Shampoo,Organic,Badoa,Wild Flower,North,2021,2,627,
Shampoo,Organic,Badoa,Wild Flower,North,2021,3,1207,
Shampoo,Organic,Badoa,Wild Flower,North,2021,4,1368,
Shampoo,Organic,Badoa,Wild Flower,North,2021,5,885,
Shampoo,Organic,Badoa,Wild Flower,North,2021,6,579,
Shampoo,Organic,Badoa,Wild Flower,North,2021,7,740,
Shampoo,Organic,Badoa,Wild Flower,North,2021,8,1545,
Shampoo,Organic,Badoa,Wild Flower,North,2021,9,772,
Shampoo,Organic,Badoa,Wild Flower,North,2021,10,740,
Shampoo,Organic,Badoa,Wild Flower,North,2021,11,724,
Shampoo,Organic,Badoa,Wild Flower,North,2021,12,788,
Shampoo,Organic,Badoa,Wild Flower,North,2022,1,1638," $8,862 "
Shampoo,Organic,Badoa,Wild Flower,North,2022,2,3864," $21,462 "
Shampoo,Organic,Badoa,Wild Flower,North,2022,3,1470," $9,576 "
Shampoo,Organic,Badoa,Wild Flower,North,2022,4,1470," $9,534 "
Shampoo,Organic,Badoa,Wild Flower,North,2022,5,1302," $8,400 "
Shampoo,Organic,Badoa,Wild Flower,North,2022,6,2184," $14,112 "
Shampoo,Organic,Badoa,Wild Flower,North,2022,7,2940," $19,194 "
Shampoo,Organic,Badoa,Wild Flower,North,2022,8,3360," $21,462 "
Shampoo,Organic,Badoa,Wild Flower,North,2022,9,2226," $14,196 "
Shampoo,Organic,Badoa,Wild Flower,North,2022,10,1680," $10,878 "
Shampoo,Organic,Badoa,Wild Flower,North,2022,11,3234," $21,000 "
Shampoo,Organic,Badoa,Wild Flower,North,2022,12,1512," $9,954 "
Shampoo,Organic,Badoa,Wild Flower,North,2023,1,3024," $19,656 "
Shampoo,Organic,Badoa,Wild Flower,North,2023,2,2184," $13,944 "
Shampoo,Organic,Badoa,Wild Flower,North,2023,3,4480," $28,672 "
Shampoo,Organic,Badoa,Wild Flower,South,2018,1,150,
Shampoo,Organic,Badoa,Wild Flower,South,2018,2,94,
Shampoo,Organic,Badoa,Wild Flower,South,2018,3,136,
Shampoo,Organic,Badoa,Wild Flower,South,2018,4,101,
Shampoo,Organic,Badoa,Wild Flower,South,2018,5,56, $304 
Shampoo,Organic,Badoa,Wild Flower,South,2018,6,42, $227 
Shampoo,Organic,Badoa,Wild Flower,South,2018,7,133, $717 
Shampoo,Organic,Badoa,Wild Flower,South,2018,8,56, $315 
Shampoo,Organic,Badoa,Wild Flower,South,2018,9,231," $1,260 "
Shampoo,Organic,Badoa,Wild Flower,South,2018,10,91, $500 
Shampoo,Organic,Badoa,Wild Flower,South,2018,11,80,
Shampoo,Organic,Badoa,Wild Flower,South,2018,12,63, $336 
Shampoo,Organic,Badoa,Wild Flower,South,2019,1,182, $980 
Shampoo,Organic,Badoa,Wild Flower,South,2019,2,224," $1,211 "
Shampoo,Organic,Badoa,Wild Flower,South,2019,3,196," $1,078 "
Shampoo,Organic,Badoa,Wild Flower,South,2019,4,203," $1,141 "
Shampoo,Organic,Badoa,Wild Flower,South,2019,5,266," $1,435 "
Shampoo,Organic,Badoa,Wild Flower,South,2019,6,35, $182 
Shampoo,Organic,Badoa,Wild Flower,South,2019,7,315," $1,715 "
Shampoo,Organic,Badoa,Wild Flower,South,2019,8,84, $427 
Shampoo,Organic,Badoa,Wild Flower,South,2019,9,77, $392 
Shampoo,Organic,Badoa,Wild Flower,South,2019,10,182, $980 
Shampoo,Organic,Badoa,Wild Flower,South,2019,11,63, $371 
Shampoo,Organic,Badoa,Wild Flower,South,2019,12,147, $819 
Shampoo,Organic,Badoa,Wild Flower,South,2020,1,231," $1,260 "
Shampoo,Organic,Badoa,Wild Flower,South,2020,2,210," $1,113 "
Shampoo,Organic,Badoa,Wild Flower,South,2020,3,199,
Shampoo,Organic,Badoa,Wild Flower,South,2020,4,73,
Shampoo,Organic,Badoa,Wild Flower,South,2020,5,147, $787 
Shampoo,Organic,Badoa,Wild Flower,South,2020,6,136,
Shampoo,Organic,Badoa,Wild Flower,South,2020,7,157,
Shampoo,Organic,Badoa,Wild Flower,South,2020,8,136,
Shampoo,Organic,Badoa,Wild Flower,South,2020,10,241,
Shampoo,Organic,Badoa,Wild Flower,South,2020,11,73,
Shampoo,Organic,Badoa,Wild Flower,South,2020,12,220,
Shampoo,Organic,Badoa,Wild Flower,South,2021,1,144,
Shampoo,Organic,Badoa,Wild Flower,South,2021,3,209,
Shampoo,Organic,Badoa,Wild Flower,South,2021,4,64,
Shampoo,Organic,Badoa,Wild Flower,South,2021,5,338,
Shampoo,Organic,Badoa,Wild Flower,South,2021,6,418,
Shampoo,Organic,Badoa,Wild Flower,South,2021,7,257,
Shampoo,Organic,Badoa,Wild Flower,South,2021,8,64,
Shampoo,Organic,Badoa,Wild Flower,South,2021,10,418,
Shampoo,Organic,Badoa,Wild Flower,South,2021,11,112,
Shampoo,Organic,Badoa,Wild Flower,South,2021,12,466,
Shampoo,Organic,Badoa,Wild Flower,South,2022,1,798," $4,200 "
Shampoo,Organic,Badoa,Wild Flower,South,2022,2,168, $672 
Shampoo,Organic,Badoa,Wild Flower,South,2022,3,756," $4,704 "
Shampoo,Organic,Badoa,Wild Flower,South,2022,4,546," $3,360 "
Shampoo,Organic,Badoa,Wild Flower,South,2022,6,882," $5,712 "
Shampoo,Organic,Badoa,Wild Flower,South,2022,8,378," $2,730 "
Shampoo,Organic,Badoa,Wild Flower,South,2022,9,546," $3,360 "
Shampoo,Organic,Badoa,Wild Flower,South,2022,11,378," $2,520 "
Shampoo,Organic,Badoa,Wild Flower,South,2022,12,798," $5,082 "
Shampoo,Organic,Badoa,Wild Flower,South,2023,1,1120," $7,336 "
Shampoo,Organic,Badoa,Wild Flower,South,2023,2,224," $1,120 "
Shampoo,Organic,Badoa,Wild Flower,South,2023,3,784," $5,040 "
Shampoo,Organic,Elite Cosmetics,Jasmine Mist,Center,2019,10,273," $1,837 "
Shampoo,Organic,Elite Cosmetics,Jasmine Mist,Center,2019,11,1144,
Shampoo,Organic,Elite Cosmetics,Jasmine Mist,Center,2019,12,472,
Shampoo,Organic,Elite Cosmetics,Jasmine Mist,Center,2020,1,661,
Shampoo,Organic,Elite Cosmetics,Jasmine Mist,Center,2020,2,1407," $7,696 "
Shampoo,Organic,Elite Cosmetics,Jasmine Mist,Center,2020,3,1417,
Shampoo,Organic,Elite Cosmetics,Jasmine Mist,Center,2020,4,987," $5,428 "
Shampoo,Organic,Elite Cosmetics,Jasmine Mist,Center,2020,5,1533," $8,400 "
Shampoo,Organic,Elite Cosmetics,Jasmine Mist,Center,2020,6,2425,
Shampoo,Organic,Elite Cosmetics,Jasmine Mist,Center,2020,7,2005,
Shampoo,Organic,Elite Cosmetics,Jasmine Mist,Center,2020,8,2992,
Shampoo,Organic,Elite Cosmetics,Jasmine Mist,Center,2020,9,2194,
Shampoo,Organic,Elite Cosmetics,Jasmine Mist,Center,2020,10,2866,
Shampoo,Organic,Elite Cosmetics,Jasmine Mist,Center,2020,11,2961," $16,737 "
Shampoo,Organic,Elite Cosmetics,Jasmine Mist,Center,2020,12,2772," $15,687 "
Shampoo,Organic,Elite Cosmetics,Jasmine Mist,Center,2021,1,4102," $23,198 "
Shampoo,Organic,Elite Cosmetics,Jasmine Mist,Center,2021,2,4116," $23,240 "
Shampoo,Organic,Elite Cosmetics,Jasmine Mist,Center,2021,3,3892," $22,036 "
Shampoo,Organic,Elite Cosmetics,Jasmine Mist,Center,2021,4,4438," $25,088 "
Shampoo,Organic,Elite Cosmetics,Jasmine Mist,Center,2021,5,4116," $23,296 "
Shampoo,Organic,Elite Cosmetics,Jasmine Mist,Center,2021,6,4214," $23,800 "
Shampoo,Organic,Elite Cosmetics,Jasmine Mist,Center,2021,7,4438," $25,032 "
Shampoo,Organic,Elite Cosmetics,Jasmine Mist,Center,2021,8,3416," $19,320 "
Shampoo,Organic,Elite Cosmetics,Jasmine Mist,Center,2021,9,3752," $21,210 "
Shampoo,Organic,Elite Cosmetics,Jasmine Mist,Center,2021,10,3360," $19,600 "
Shampoo,Organic,Elite Cosmetics,Jasmine Mist,Center,2021,11,3514," $23,394 "
Shampoo,Organic,Elite Cosmetics,Jasmine Mist,Center,2021,12,3696," $24,584 "
Shampoo,Organic,Elite Cosmetics,Jasmine Mist,Center,2022,1,6536,
Shampoo,Organic,Elite Cosmetics,Jasmine Mist,Center,2022,2,5118,
Shampoo,Organic,Elite Cosmetics,Jasmine Mist,Center,2022,3,7507,
Shampoo,Organic,Elite Cosmetics,Jasmine Mist,Center,2022,4,7113,
Shampoo,Organic,Elite Cosmetics,Jasmine Mist,Center,2022,5,6195," $42,735 "
Shampoo,Organic,Elite Cosmetics,Jasmine Mist,Center,2022,6,7507,
Shampoo,Organic,Elite Cosmetics,Jasmine Mist,Center,2022,7,16327,
Shampoo,Organic,Elite Cosmetics,Jasmine Mist,Center,2022,8,7402,
Shampoo,Organic,Elite Cosmetics,Jasmine Mist,Center,2022,9,6037,
Shampoo,Organic,Elite Cosmetics,Jasmine Mist,Center,2022,10,6247,
Shampoo,Organic,Elite Cosmetics,Jasmine Mist,Center,2022,11,8111,
Shampoo,Organic,Elite Cosmetics,Jasmine Mist,Center,2022,12,6326,
Shampoo,Organic,Elite Cosmetics,Jasmine Mist,Center,2023,1,8820," $60,900 "
Shampoo,Organic,Elite Cosmetics,Jasmine Mist,Center,2023,2,10038," $69,132 "
Shampoo,Organic,Elite Cosmetics,Jasmine Mist,Center,2023,3,9198," $63,252 "
Shampoo,Organic,Elite Cosmetics,Jasmine Mist,North,2019,10,283,
Shampoo,Organic,Elite Cosmetics,Jasmine Mist,North,2019,11,1753,
Shampoo,Organic,Elite Cosmetics,Jasmine Mist,North,2019,12,1848," $10,132 "
Shampoo,Organic,Elite Cosmetics,Jasmine Mist,North,2020,1,2131,
Shampoo,Organic,Elite Cosmetics,Jasmine Mist,North,2020,2,1932," $10,615 "
Shampoo,Organic,Elite Cosmetics,Jasmine Mist,North,2020,3,2446,
Shampoo,Organic,Elite Cosmetics,Jasmine Mist,North,2020,4,2478," $13,597 "
Shampoo,Organic,Elite Cosmetics,Jasmine Mist,North,2020,5,2331," $12,789 "
Shampoo,Organic,Elite Cosmetics,Jasmine Mist,North,2020,6,2593,
Shampoo,Organic,Elite Cosmetics,Jasmine Mist,North,2020,7,2919," $16,495 "
Shampoo,Organic,Elite Cosmetics,Jasmine Mist,North,2020,8,2614,
Shampoo,Organic,Elite Cosmetics,Jasmine Mist,North,2020,9,2257,
Shampoo,Organic,Elite Cosmetics,Jasmine Mist,North,2020,10,2058," $11,634 "
Shampoo,Organic,Elite Cosmetics,Jasmine Mist,North,2020,11,2184," $12,327 "
Shampoo,Organic,Elite Cosmetics,Jasmine Mist,North,2020,12,2635,
Shampoo,Organic,Elite Cosmetics,Jasmine Mist,North,2021,1,3290," $18,564 "
Shampoo,Organic,Elite Cosmetics,Jasmine Mist,North,2021,2,3724," $21,098 "
Shampoo,Organic,Elite Cosmetics,Jasmine Mist,North,2021,3,3864," $21,826 "
Shampoo,Organic,Elite Cosmetics,Jasmine Mist,North,2021,4,3374," $19,110 "
Shampoo,Organic,Elite Cosmetics,Jasmine Mist,North,2021,5,3822," $21,532 "
Shampoo,Organic,Elite Cosmetics,Jasmine Mist,North,2021,6,4144," $23,450 "
Shampoo,Organic,Elite Cosmetics,Jasmine Mist,North,2021,7,3822," $21,602 "
Shampoo,Organic,Elite Cosmetics,Jasmine Mist,North,2021,8,2716," $15,344 "
Shampoo,Organic,Elite Cosmetics,Jasmine Mist,North,2021,9,2688," $15,148 "
Shampoo,Organic,Elite Cosmetics,Jasmine Mist,North,2021,10,3556," $20,370 "
Shampoo,Organic,Elite Cosmetics,Jasmine Mist,North,2021,11,3150," $20,944 "
Shampoo,Organic,Elite Cosmetics,Jasmine Mist,North,2021,12,3682," $24,444 "
Shampoo,Organic,Elite Cosmetics,Jasmine Mist,North,2022,1,7166,
Shampoo,Organic,Elite Cosmetics,Jasmine Mist,North,2022,2,6221,
Shampoo,Organic,Elite Cosmetics,Jasmine Mist,North,2022,3,7323,
Shampoo,Organic,Elite Cosmetics,Jasmine Mist,North,2022,4,6090," $40,792 "
Shampoo,Organic,Elite Cosmetics,Jasmine Mist,North,2022,5,6063,
Shampoo,Organic,Elite Cosmetics,Jasmine Mist,North,2022,6,6457,
Shampoo,Organic,Elite Cosmetics,Jasmine Mist,North,2022,7,6431,
Shampoo,Organic,Elite Cosmetics,Jasmine Mist,North,2022,8,7035," $48,615 "
Shampoo,Organic,Elite Cosmetics,Jasmine Mist,North,2022,9,6903,
Shampoo,Organic,Elite Cosmetics,Jasmine Mist,North,2022,10,5906,
Shampoo,Organic,Elite Cosmetics,Jasmine Mist,North,2022,11,7166,
Shampoo,Organic,Elite Cosmetics,Jasmine Mist,North,2022,12,6063,
Shampoo,Organic,Elite Cosmetics,Jasmine Mist,North,2023,1,8442," $57,960 "
Shampoo,Organic,Elite Cosmetics,Jasmine Mist,North,2023,2,9198," $63,378 "
Shampoo,Organic,Elite Cosmetics,Jasmine Mist,North,2023,3,10038," $69,132 "
Shampoo,Organic,Elite Cosmetics,Jasmine Mist,South,2019,10,409,
Shampoo,Organic,Elite Cosmetics,Jasmine Mist,South,2019,11,787,
Shampoo,Organic,Elite Cosmetics,Jasmine Mist,South,2019,12,1197," $6,583 "
Shampoo,Organic,Elite Cosmetics,Jasmine Mist,South,2020,1,1008," $5,512 "
Shampoo,Organic,Elite Cosmetics,Jasmine Mist,South,2020,2,997,
Shampoo,Organic,Elite Cosmetics,Jasmine Mist,South,2020,3,966," $5,271 "
Shampoo,Organic,Elite Cosmetics,Jasmine Mist,South,2020,4,861," $4,756 "
Shampoo,Organic,Elite Cosmetics,Jasmine Mist,South,2020,5,987," $5,386 "
Shampoo,Organic,Elite Cosmetics,Jasmine Mist,South,2020,6,1155," $6,394 "
Shampoo,Organic,Elite Cosmetics,Jasmine Mist,South,2020,7,1701," $9,565 "
Shampoo,Organic,Elite Cosmetics,Jasmine Mist,South,2020,8,1333,
Shampoo,Organic,Elite Cosmetics,Jasmine Mist,South,2020,9,1858,
Shampoo,Organic,Elite Cosmetics,Jasmine Mist,South,2020,10,2002," $11,340 "
Shampoo,Organic,Elite Cosmetics,Jasmine Mist,South,2020,11,2016," $11,410 "
Shampoo,Organic,Elite Cosmetics,Jasmine Mist,South,2020,12,1736," $9,786 "
Shampoo,Organic,Elite Cosmetics,Jasmine Mist,South,2021,1,1876," $10,598 "
Shampoo,Organic,Elite Cosmetics,Jasmine Mist,South,2021,2,1862," $10,472 "
Shampoo,Organic,Elite Cosmetics,Jasmine Mist,South,2021,3,2016," $11,410 "
Shampoo,Organic,Elite Cosmetics,Jasmine Mist,South,2021,4,1764," $10,010 "
Shampoo,Organic,Elite Cosmetics,Jasmine Mist,South,2021,5,2282," $12,880 "
Shampoo,Organic,Elite Cosmetics,Jasmine Mist,South,2021,6,2072," $11,718 "
Shampoo,Organic,Elite Cosmetics,Jasmine Mist,South,2021,7,2058," $11,592 "
Shampoo,Organic,Elite Cosmetics,Jasmine Mist,South,2021,8,1736," $9,758 "
Shampoo,Organic,Elite Cosmetics,Jasmine Mist,South,2021,9,1428," $8,120 "
Shampoo,Organic,Elite Cosmetics,Jasmine Mist,South,2021,10,2156," $12,544 "
Shampoo,Organic,Elite Cosmetics,Jasmine Mist,South,2021,11,1624," $10,850 "
Shampoo,Organic,Elite Cosmetics,Jasmine Mist,South,2021,12,1778," $11,830 "
Shampoo,Organic,Elite Cosmetics,Jasmine Mist,South,2022,1,2546,
Shampoo,Organic,Elite Cosmetics,Jasmine Mist,South,2022,2,3018,
Shampoo,Organic,Elite Cosmetics,Jasmine Mist,South,2022,3,3885," $25,830 "
Shampoo,Organic,Elite Cosmetics,Jasmine Mist,South,2022,4,2861,
Shampoo,Organic,Elite Cosmetics,Jasmine Mist,South,2022,5,4305," $29,662 "
Shampoo,Organic,Elite Cosmetics,Jasmine Mist,South,2022,6,4252,
Shampoo,Organic,Elite Cosmetics,Jasmine Mist,South,2022,7,3727,
Shampoo,Organic,Elite Cosmetics,Jasmine Mist,South,2022,8,3675," $25,357 "
Shampoo,Organic,Elite Cosmetics,Jasmine Mist,South,2022,9,3780," $26,223 "
Shampoo,Organic,Elite Cosmetics,Jasmine Mist,South,2022,10,2336,
Shampoo,Organic,Elite Cosmetics,Jasmine Mist,South,2022,11,3622,
Shampoo,Organic,Elite Cosmetics,Jasmine Mist,South,2022,12,3176,
Shampoo,Organic,Elite Cosmetics,Jasmine Mist,South,2023,1,6174," $42,420 "
Shampoo,Organic,Elite Cosmetics,Jasmine Mist,South,2023,2,5082," $34,860 "
Shampoo,Organic,Elite Cosmetics,Jasmine Mist,South,2023,3,5292," $36,456 "
Shampoo,Organic,GreenLeaf Distributors,Lavender Bloom,Center,2018,1,2702," $23,558 "
Shampoo,Organic,GreenLeaf Distributors,Lavender Bloom,Center,2018,2,2156," $18,945 "
Shampoo,Organic,GreenLeaf Distributors,Lavender Bloom,Center,2018,3,3115," $27,062 "
Shampoo,Organic,GreenLeaf Distributors,Lavender Bloom,Center,2018,4,2516,
Shampoo,Organic,GreenLeaf Distributors,Lavender Bloom,Center,2018,5,2838,
Shampoo,Organic,GreenLeaf Distributors,Lavender Bloom,Center,2018,6,2453,
Shampoo,Organic,GreenLeaf Distributors,Lavender Bloom,Center,2018,7,3738," $33,071 "
Shampoo,Organic,GreenLeaf Distributors,Lavender Bloom,Center,2018,8,2653," $22,851 "
Shampoo,Organic,GreenLeaf Distributors,Lavender Bloom,Center,2018,9,3990," $34,944 "
Shampoo,Organic,GreenLeaf Distributors,Lavender Bloom,Center,2018,10,3006,
Shampoo,Organic,GreenLeaf Distributors,Lavender Bloom,Center,2018,11,3377,
Shampoo,Organic,GreenLeaf Distributors,Lavender Bloom,Center,2018,12,3423," $29,466 "
Shampoo,Organic,GreenLeaf Distributors,Lavender Bloom,Center,2019,1,7462," $64,729 "
Shampoo,Organic,GreenLeaf Distributors,Lavender Bloom,Center,2019,2,7224," $62,650 "
Shampoo,Organic,GreenLeaf Distributors,Lavender Bloom,Center,2019,3,7497," $65,926 "
Shampoo,Organic,GreenLeaf Distributors,Lavender Bloom,Center,2019,4,8029," $69,762 "
Shampoo,Organic,GreenLeaf Distributors,Lavender Bloom,Center,2019,5,10325," $89,467 "
Shampoo,Organic,GreenLeaf Distributors,Lavender Bloom,Center,2019,6,6608," $57,568 "
Shampoo,Organic,GreenLeaf Distributors,Lavender Bloom,Center,2019,7,7623," $66,619 "
Shampoo,Organic,GreenLeaf Distributors,Lavender Bloom,Center,2019,8,6601," $56,497 "
Shampoo,Organic,GreenLeaf Distributors,Lavender Bloom,Center,2019,9,6727," $58,037 "
Shampoo,Organic,GreenLeaf Distributors,Lavender Bloom,Center,2019,10,7042," $60,102 "
Shampoo,Organic,GreenLeaf Distributors,Lavender Bloom,Center,2019,11,5362," $46,067 "
Shampoo,Organic,GreenLeaf Distributors,Lavender Bloom,Center,2019,12,6111," $52,150 "
Shampoo,Organic,GreenLeaf Distributors,Lavender Bloom,Center,2020,1,7098," $59,346 "
Shampoo,Organic,GreenLeaf Distributors,Lavender Bloom,Center,2020,2,7717,
Shampoo,Organic,GreenLeaf Distributors,Lavender Bloom,Center,2020,3,8809,
Shampoo,Organic,GreenLeaf Distributors,Lavender Bloom,Center,2020,4,7644," $64,186 "
Shampoo,Organic,GreenLeaf Distributors,Lavender Bloom,Center,2020,5,7255,
